公告id	甲方	乙方	项目名称	合同名称	合同金额上限	合同金额下限	联合体成员
4953678	上海轨道交通14号线发展有限公司	腾达建设集团股份有限公司	上海市轨道交通14号线工程土建13标(浦东南路站附属工程				
4957292	中石化胜利油田分公司物资供应处	山东宝莫生物化工股份有限公司		采购框架协议	215000000	215000000	
4957815	中国移动通信有限公司	通鼎互联信息股份有限公司	中国移动2016年度电力电缆产品集采		700000000	700000000	
5011455	保定市环境保护局	河北先河环保科技股份有限公司	保定市大气污染防治网格化精准监控预警及决策支持系统项目		87770000	87770000	
510753	南太平洋控股公司	东华能源股份有限公司		大型液化气冷冻船定期租船协议			
511346	内蒙古招标有限责任公司	浙江浙大网新科技股份有限公司			160000000	160000000	
519393		中材建设有限公司					
520632		上海市第二市政工程有限公司	上海外高桥第三发电有限责任公司上海外高桥电厂三期工程隧道施工标段工程				
532751	广州南沙开发区建设局	中铁二局股份有限公司	广州南沙开发区龙沙二期项目配套道路土建工程及龙沙配套项目		90011249.61	90011249.61	
537650	中广核工程有限公司	保定天威保变电气股份有限公司					
538797	PUNJLLOYDLIMITED	河北杭萧钢构有限公司		重庆大剧院建安工程—钢结构专业工程施工分包合同	52130000	52130000	
542110	内蒙古高等级公路建设开发有限责任公司	中交路桥北方工程有限公司	西部开发省际通道包头至树林召高速公路工程土建施工第Q1合同段		559000000	559000000	
544469	北京市首都公路发展集团有限公司	中铁二局股份有限公司	青岛胶州湾隧道土建工程施工二合同段		526455014.19	526455014.19	
546227	珠海市公路建设中心	路桥集团国际建设股份有限公司	珠海市金凤路凤凰山隧道工程设计-施工总承包项目施工		526760686	526760686	
547039	上海浦东工程建设管理有限公司	腾达建设集团股份有限公司	中环线浦东段新建工程18标工程				
547696	越南DONGBANHCEMENGTJ.COMPANY	苏州中材建设有限公司		日产2500吨熟料水泥生产线总承包合同			
548754	金州(包头)可再生能源有限公司	华仪电气股份有限公司		金州百灵庙风电场49.5MW机组工程风力发电机组设备合同			
549284	国家发展和改革委员会资源节约和环境保护司	浙江阳光集团股份有限公司	高效照明产品推广项目				
551285		上海建工股份有限公司	黄山新城A块综合商业配套项目(上海市金桥埃蒙顿假日广场)总承包工程		490000000	490000000	
551953		上海建工股份有限公司	上海市第六人民医院门诊医技干保综合楼和地下停车库工程		358035702	358035702	
554194	黑龙江省哈五公路扩建工程建设指挥部	龙建路桥股份有限公司	吉黑公路拉林至五常至省界段改扩建项目		186168102	186168102	
558963		山东港湾建设集团有限公司	日照港石臼港区南区焦炭码头工程后方陆域形成及堆场道路工程		580373125	580373125	
559903		北京松柘科技发展有限公司	北京经济技术开发区X82R1地块拆迁安置房工程复合夹心酚醛防火(A级)保温板采购项目(一标段)		10233771	10233771	
56466	广东省电力物资总公司	武汉中元华电科技股份有限公司	广东电网公司2009-2010年度二次类设备材料框架协议式招标		21280000	21280000	
568306	郑州市轨道交通有限公司	河南辉煌科技股份有限公司	郑州市轨道交通1号线一期工程综合监控系统采购项目		80996079	80996079	南京南瑞集团公司
572101	上海中邦世家房地产开发有限公司	嘉凯城集团中凯有限公司		房屋买卖框架合同	1237000000	1237000000	
576416	长沙创芯集成电路有限公司	深圳市新纶科技股份有限公司		洁净及机电安装工程承包合同	61300000	61300000	
581200	华为技术有限公司	苏州春兴精工股份有限公司	华为技术有限公司2014年下半年度双工器项目		423000000	423000000	
600526	国家电网公司	华立仪表集团股份有限公司	国家电网公司集中规模招标采购2011年电能表第三批项目		139000000	139000000	
601369	国家电网公司	深圳市科陆电子科技股份有限公司	国家电网公司集中规模招标采购2011年电能表第二批项目		225999999	225999999	
601408	肯尼亚国防部办公室	中国武夷实业股份有限公司	肯尼亚内罗毕NANYUKI机场跑道修复工程项目		156000000	156000000	
603056	东营市城市管理局	天津膜天膜科技股份有限公司	东营市东城南污水处理BOT项目	东营市东城南污水处理BOT项目三方合作协议	418941400	418941400	
61957	苍南县沿海投资开发有限公司	浙江省围海建设集团股份有限公司	苍南县龙港新城产业集聚区市政配套工程BT项目		350000000	350000000	
622388	广东发展银行股份有限公司	广东三泰电子技术有限公司	广发银行“后台流程再造项目一期工程—电子往来账集中外包服务项目				
625035	国家发展和改革委员会资源节约和环境保护司	广东雪莱特光电科技股份有限公司	高效照明产品推广项目				
64251	国家电网公司	华立仪表集团股份有限公司	国家电网公司2014年第二批电能表及用电信息采集设备招标采购		152050300	152050300	
647913	国家电网公司	深圳浩宁达仪表股份有限公司	国家电网公司集中规模招标采购2010年电能表第二批项目智能电能表招标				
648479	胶州湾产业基地管理委员会	青岛森城鑫投资有限责任公司	南海路道路及雨水管线、西环路道路及雨污管线、8#沟南海路桥、9#沟南海路桥工程	胶州湾产业基地南海路道路等相关工程投资建设合同书	130000000	130000000	
65035	国家电网公司	江苏林洋电子股份有限公司	国家电网公司2014年第二批电能表及用电信息采集设备招标采购		182557200	182557200	
653342	老挝公共工程与交通部	中工国际工程股份有限公司		老挝贝雷桥项目商务合同	402151600	402151600	
671469	宁夏天鹰电力物资有限公司	浙江精功科技股份有限公司					
672944		佛山电器照明股份有限公司	国家高效照明产品推广项目				
674542	新疆石河子市污水处理厂	新疆国统管道股份有限公司	石河子市污水处理厂污水收集总管工程PCCP管采购		24586315	24586315	
67505	四川雅康高速公路有限责任公司	成都市路桥工程股份有限公司	四川省雅安至康定高速公路项目路基土建工程C19标段		494000000	494000000	
697037	国家电网公司	深圳海联讯科技股份有限公司	国家电网公司变电项目2013年第四批货物集中招标—通信设备集成服务及新建通信网设备的公开招标		33585500	33585500	
698166	山西省吕梁市方山县农业委员会	深圳雷曼光电科技股份有限公司		政府采购合同	40343680	40343680	
698166	山西省吕梁市离石区农业委员会	深圳雷曼光电科技股份有限公司		政府采购合同	40343680	40343680	
701812	阳泉煤业集团新环宇国际贸易有限公司	阳泉煤业(集团)股份有限公司		阳泉煤业集团国际贸易有限公司承包经营合同之补充协议			
712987	中建五局第三建设有限公司安装分公司	浙江东南网架股份有限公司	远大天空城市地下室钢结构项目	B3#栋钢结构工程承包合同	120000000	120000000	
714821	南车青岛四方机车车辆股份有限公司	浙江永贵电器股份有限公司	阿根廷SARMIENTO线和MITRE铁路线采购项目		9991712.7	9991712.7	
715040	国家电网公司	深圳海联讯科技股份有限公司	国家电网公司变电项目2013年第三批货物集中招标—通信设备集成服务设备的公开招标		52902700	52902700	
724107	国家有关公司	云南西仪工业股份有限公司		其他工业产品销售合同	45100000	45100000	
725474	印度尼西亚PTDAIRIPRIMAMINERAL公司	中国有色金属建设股份有限公司		印度尼西亚DAIRI铅锌矿EPC工程承包合同			
734014	玉溪城市建设投资集团有限公司	云南绿大地生物科技股份有限公司	玉山城YTC(2010)10、13、14、16号地块道路工程(玉山一路、玉山二路)项目	移交及回购合同	10000	10000	
748379		江苏维尔利环保科技股份有限公司	重庆大足工业园区(龙水园区)污水处理工程一期施工总承包	中标通知书并正式签署项目合同书	133510000	133510000	
751845	山东省无线电管理办公室	深圳市嵘兴实业发展有限公司	山东省无线电管理技术设施建设‘十二五’四期工程项目		25365758	25365758	
753929	佛山市南海区铁路投资有限公司	北京易华录信息技术股份有限公司	南海区平东大道和长江路、泰山路、林岳大道建设工程BT项目及新型公共交通系统试验段(桂城至三山枢纽段)建设项目	新型公共交通系统试验段(桂城至三山枢纽段)建设项目施工合同	3300000000	3300000000	中国建筑股份有限公司、中建交通建设集团有限公司、中国铁路通信信号股份有限公司
764159	大连机械设备成套公司	上海华虹计通智能系统股份有限公司	大连工程自动售检票(AFC)系统总承包项目二标段		108255300	108255300	东软集团股份有限
76492	中国光大银行股份有限公司	深圳市银之杰科技股份有限公司	光大银行柜台业务印章控制仪项目		24500000	24500000	
767766	西安天虹电气有限公司	陕西拓日新能源科技有限公司		太阳能组件购销合同	308432400	308432400	
771756	宁波杭州湾新区海涂围垦开发有限公司	浙江省围海建设集团股份有限公司	宁波杭州湾新区慈溪十二塘围涂工程(新区区块)二期I标段		146620263	146620263	
779340		山东省路桥集团有限公司	S704威海滨海旅游景观公路香水河大桥工程施工项目		204801300	204801300	
781230	中国南方电网有限责任公司	广州南洋电缆有限公司	南方电网2014年上半年35kV、10kV配网设备材料类框架招标项目		130000000	130000000	
781456	中建三局集团有限公司	光正集团股份有限公司	第8.5代TFT-LCD(含氧化物半导体及AMOLED)生产线建设项目—钢结构工程		128931181.66	128931181.66	江苏沪宁钢机股份有限公司
781698	中国铁通集团有限公司	成都金亚科技股份有限公司					
788165	江苏华能建设工程集团有限公司	北京首航艾启威节能技术股份有限公司		内蒙古庆华集团额济纳旗2×50MW热电联产机组工程间接空冷系统商务合同	42800000	42800000	
788166	国投哈密发电有限公司	北京首航艾启威节能技术股份有限公司		国投哈密电厂一期2×660MW工程辅机简冷系统买卖合同	36250000	36250000	
788614	江苏海外集团国际工程咨询有限公司	上海巴安水务股份有限公司	江苏国信宜兴2*400MW级燃机热电联产工程第一批辅机设备		12156000	12156000	
789287	沧州市南水北调工程建设委员会办公室	新疆国统管道股份有限公司	河北省南水北调配套工程保沧干渠工程沧州段PCCP管道制造第三标段		54102895	54102895	
790167	中铁电化集团南京有限公司	广东南洋电缆集团股份有限公司			95305600	95305600	
790385	湖南浏阳经济技术开发区投资发展有限公司	湖南发展集团股份有限公司	浏阳经济技术开发区捞刀河两厢开发建设中国长沙生物谷(一期)				
790885	中国南方电网有限责任公司	深圳浩宁达仪表股份有限公司	中国南方电网有限责任公司2013年度电能表类上半年框架招标项目				
796293	云南尚居地产有限公司	中航建筑工程有限公司	云南尚居地产有限公司滇池龙岸项目十六区、十七区施工总承包		153137018.32	153137018.32	
797419	邢台市南水北调工程建设委员会办公室	山东龙泉管道工程股份有限公司	河北省南水北调配套工程邢清干渠工程管道制造第五标段		97805968	97805968	
800634	杭州百大置业有限公司	中航三鑫股份有限公司					
801122	辽宁美程在线印刷有限公司	沈阳新松机器人自动化股份有限公司		图书智能化数码印刷车间供需合同	229000000	229000000	
802632	杭州中策橡胶有限公司	广东巨轮模具股份有限公司		设备采购合同	229840000	229840000	
806325	国网物资有限公司	南京新联电子股份有限公司	国家电网公司2012年第四批电能表(含用电信息采集)招标采购		100309000	100309000	
806378	睢县中医院	珠海和佳医疗设备股份有限公司	睢县中医院医疗设备项目		150000000	150000000	
852085	苏州市轨道交通集团有限公司	上海华虹计通智能系统股份有限公司	苏州市轨道交通2号线延伸线工程自动售检票(AFC)系统采购项目		30793357	30793357	
852935	中国石油化工股份有限公司胜利油田分公司	山东宝莫生物化工股份有限公司		采购框架合同	199920000	199920000	
852982	国家电网公司	深圳市科陆电子科技股份有限公司	国家电网公司2014年第一批电能表及用电信息采集设备招标采购		222882400	222882400	
853805	国家电网公司	积成电子股份有限公司	国家电网公司2014年第一批电能表及用电信息采集设备招标采购		137336700	137336700	
870787	肯尼亚国家公路局	中国武夷实业股份有限公司	位于肯尼亚马萨拉-苏纳-科韩查(C13)公路工程施工项目		325000000	325000000	
872496	伊朗TOUSEA-E-RAHAVARDPARSINA公司	中国有色金属建设股份有限公司		伊朗霍拉桑省SABZEVAR建设11万吨／年电解铝厂项目工程承包合同			
8732299	开化县华埠镇人民政府	龙元明城投资管理(上海)有限公司	开化火车站站前片区基础设施配套工程PPP项目		782027300	782027300	
874025	南平浦南高速公路有限责任公司	福建新大陆电脑股份有限公司	浦城至南平高速公路项目JD1合同段		93501888	93501888	
877705	妮维雅(上海)有限公司	中国海诚工程科技股份有限公司		工厂搬迁项目总承包合同			
880987	瑞拉环境和自然资源部	中工国际工程股份有限公司		委内瑞拉法肯州输水项目二期三段合同			
888107	国家电网公司	华立仪表集团股份有限公司	国家电网公司集中规模招标采购2011年电能表第四批项目		82541700	82541700	
901540	海外客户TECNOSUMAINTERNATIONALS.A.	三诺生物传感股份有限公司		古巴市场OEM产品主合同	53014486.80	53014486.80	
902239		山东省路桥集团有限公司	青岛临港经济开发区园区环境综合整治提升工程施工总承包项目		371846750.20	371846750.20	江苏东珠景观股份有限公司
903286	神华铁路货车运输有限责任公司	长春轨道客车股份有限公司	了总计约1.85亿元人民币	C80型铝合金运煤敞车销售合同	8840000000	8840000000	
906419	天津泰达津联热电有限公司	国华能源发展(天津)有限公司		天津泰达津联热电有限公司蒸汽购销合同	5000000	5000000	
906472		江苏舜天船舶股份有限公司		船舶建造合同	1060000000	1060000000	
907857	重庆佩特电气有限公司	浙江海得新能源有限公司		采购合同	104000000	104000000	
908086	江苏紫米电子技术有限公司	天津卓达科技发展有限公司		委托生产加工框架协议	300000000	300000000	
908522		中国铁建股份有限公司	贵州省赤水至望谟高速公路安顺至紫云段BOT项目				中国铁建投资有限公司、中铁第一勘察设计院集团有限公司、中铁十八局集团有限公司
908926	中海油伊拉克有限公司	华油惠博普科技股份有限公司	中海油伊拉克米桑油田脱酸项目	脱酸项目工程总承包合同	193000000	193000000	
950547	中国水利电力物资有限公司	武汉凯迪电力股份有限公司	内蒙古岱海发电有限责任公司2X600MW空冷燃煤机组烟气脱硫工程				
953989		中山华帝股份有限公司	2006年广东省省级财政支持技术改造项目招标		5000000	5000000	
973638	哈萨克铜业有限公司	中国有色金属建设股份有限公司		铜项目工程承包合同			
974773	菲律宾北三宝颜生物能源公司	中工国际工程股份有限公司		燃料酒精项目商务合同			
981451	郑州市轨道交通有限公司	河南辉煌科技股份有限公司	郑州市轨道交通2号线一期工程综合监控系统集成项目		87907700	87907700	南京南瑞集团公司
9874822		北京中电兴发科技有限公司	内蒙古自治区呼和浩特第二监狱呼和浩特高度戒备监狱改扩建项目安防施工项目		57369600	57369600	
9877411		新疆国统管道股份有限公司	新疆某PCCP采购项目		548028138.22	548028138.22	
9878067		中国铁建股份有限公司	太原市晋源东区综合管廊工程(PPP项目)		377298700	377298700	广德铁建蓝海丰铁投资中心、丰铁投资中心
9883990	天津联瑞影业有限公司	北京唐德国际电影文化有限公司		影片<绝地逃亡>联合发行合同	1000000000	1000000000	
9886687	龙岩市新城乡建设发展有限公司	腾达建设集团股份有限公司	龙岩市新罗区南环路与西安路交叉口立交工程				
9890196	拉萨市市政市容管理委员会	拉萨圣清环保科技有限公司	拉萨市餐厨废弃物资源化利用和无害化处理项目	拉萨市餐厨废弃物资源化利用和无害化处理项目特许经营协议	100000000	100000000	
9894777	新疆昌吉州发展和改革委员会	中闽能源股份有限公司	准东新能源基地昌吉州片区风光电项目				
9905319	成都市简阳市水务局	成都天翔环境股份有限公司	简阳市水务局38个乡镇污水处理设施打捆实施PPP项目	合肥万达室内电影乐园飞行剧场和互动剧场(含公共区域)项目室内设计建造工程合同			
